iter	Logloss
503	0.122153227
504	0.1221282391
505	0.1221023852
506	0.1220747782
507	0.1220493862
508	0.1220275533
509	0.1219977755
510	0.121972159
511	0.1219529802
512	0.1219254276
513	0.1218962448
514	0.1218697552
515	0.1218401995
516	0.1218123537
517	0.1217900005
518	0.12176142
519	0.1217449548
520	0.1217233967
521	0.1217003263
522	0.1216796011
523	0.1216649231
524	0.1216405398
525	0.1216155335
526	0.1215880926
527	0.1215699304
528	0.1215453962
529	0.1215182983
530	0.1215009176
531	0.121482278
532	0.1214673795
533	0.1214438841
534	0.1214189494
535	0.1213934186
536	0.1213713186
537	0.1213347613
538	0.1213131112
539	0.1212793043
540	0.1212526521
541	0.1212288763
542	0.1212055238
543	0.1211861862
544	0.1211668927
545	0.1211409201
546	0.1211175626
547	0.121099982
548	0.121080312
549	0.121053729
550	0.1210259313
551	0.1210032748
552	0.1209765921
553	0.120956645
554	0.1209384356
555	0.1209173161
556	0.1208920271
557	0.1208713813
558	0.1208520644
559	0.1208247403
560	0.1208061347
561	0.1207880406
562	0.1207698414
563	0.1207379044
564	0.1207169419
565	0.1206951114
566	0.1206753074
567	0.1206553764
568	0.1206330756
569	0.1206133403
570	0.1205919209
571	0.1205704428
572	0.1205499986
573	0.1205293639
574	0.1205024701
575	0.1204828462
576	0.120458319
577	0.1204351772
578	0.1204119519
579	0.1203898686
580	0.1203657661
581	0.120347764
582	0.1203241487
583	0.1203044545
584	0.1202802311
585	0.1202597378
586	0.1202436815
587	0.120217908
588	0.1201958782
589	0.120170742
590	0.1201497824
591	0.1201230074
592	0.1200957636
593	0.1200723929
594	0.1200607212
595	0.1200391587
596	0.1200126034
597	0.1199862136
598	0.1199686406
599	0.1199441066
600	0.1199219754
601	0.1199102795
602	0.1198802418
603	0.1198566621
604	0.1198387832
605	0.1198214487
606	0.1198042453
607	0.1197809993
608	0.1197576231
609	0.1197393956
610	0.1197187349
611	0.1196964982
612	0.1196753796
613	0.1196586535
614	0.1196340657
615	0.1196147826
616	0.1195875887
617	0.1195682091
618	0.1195430054
619	0.1195265557
620	0.1195128656
621	0.1194945395
622	0.1194695819
623	0.1194596289
624	0.1194409261
625	0.119420899
626	0.1193994196
627	0.1193851101
628	0.1193671917
629	0.1193489339
630	0.1193345077
631	0.1193163003
632	0.1192919419
633	0.1192657032
634	0.1192448188
635	0.1192238986
636	0.1192010174
637	0.1191788134
638	0.1191516913
639	0.1191283892
640	0.1191035748
641	0.1190858268
642	0.1190634867
643	0.1190391485
644	0.119014841
645	0.1189900477
646	0.1189701544
647	0.1189458885
648	0.1189200185
649	0.1189053239
650	0.1188829038
651	0.118860976
652	0.1188389745
653	0.1188104596
654	0.118799212
655	0.1187806054
656	0.1187591116
657	0.1187368543
658	0.118716078
659	0.1186901375
660	0.1186733993
661	0.1186537253
662	0.1186377497
663	0.1186100957
664	0.1185858101
665	0.1185672413
666	0.1185481375
667	0.1185311654
668	0.1185081429
669	0.1184943659
670	0.1184774071
671	0.118457933
672	0.1184379037
673	0.1184278043
674	0.1184082445
675	0.1183835234
676	0.1183699968
677	0.1183506528
678	0.1183354577
679	0.1183166906
680	0.1183028411
681	0.1182797152
682	0.1182592687
683	0.1182373748
684	0.1182195813
685	0.1181995698
686	0.1181820578
687	0.118160204
688	0.1181396621
689	0.118118942
690	0.1180936759
691	0.1180862085
692	0.1180718274
693	0.1180508677
694	0.1180304292
695	0.1180053413
696	0.1179837255
697	0.1179609109
698	0.1179406698
699	0.1179210633
700	0.117898674
701	0.1178850796
702	0.1178652825
703	0.1178457758
704	0.1178288039
705	0.1178037673
706	0.1177807007
707	0.1177624347
708	0.1177423843
709	0.1177290191
710	0.1177049725
711	0.117682073
712	0.1176618773
713	0.1176457564
714	0.1176238788
715	0.1176020949
716	0.1175810666
717	0.1175624226
718	0.1175439362
719	0.1175236336
720	0.117497241
721	0.1174767962
722	0.1174568508
723	0.1174358254
724	0.1174188348
725	0.1174056912
726	0.1173842508
727	0.1173734894
728	0.1173548594
729	0.1173312793
730	0.117315281
731	0.1172958511
732	0.1172773773
733	0.1172599902
734	0.1172453095
735	0.1172257768
736	0.1172062042
737	0.1171806765
738	0.1171640201
739	0.1171424534
740	0.1171213626
741	0.1171007096
742	0.1170377758
743	0.1170161204
744	0.1169910995
745	0.1169680826
746	0.1169461529
747	0.116923942
748	0.116909485
749	0.116890557
750	0.1168719904
751	0.1168558645
752	0.1168344606
753	0.1168147721
754	0.1167920278
755	0.1167698526
756	0.1167464268
757	0.1167238895
758	0.1167021675
759	0.1166847819
760	0.1166675927
761	0.1166528279
762	0.11663662
763	0.1166142592
764	0.116592965
765	0.11657208
766	0.1165658713
767	0.1165462494
768	0.116524501
769	0.1165083647
770	0.1164924651
771	0.1164769232
772	0.116462066
773	0.1164356792
774	0.1164151454
775	0.116396421
776	0.1163813566
777	0.1163579069
778	0.116340922
779	0.1163197307
780	0.1162933766
781	0.1162705234
782	0.1162456001
783	0.1162261701
784	0.1162104889
785	0.1161890476
786	0.1161672183
787	0.1161036364
788	0.1160800583
789	0.116062533
790	0.1160406576
791	0.1160200807
792	0.1159974684
793	0.1159137084
794	0.1158917111
795	0.1158722144
796	0.1158493508
797	0.1158270692
798	0.1158055281
799	0.1157848507
800	0.1157633356
801	0.1157444862
802	0.1157306911
803	0.1157155966
804	0.1156972758
805	0.1156782678
806	0.115657661
807	0.1156431862
808	0.11562629
809	0.1156050725
810	0.115588201
811	0.1155833524
812	0.115567289
813	0.1155530604
814	0.1155373668
815	0.1155215813
816	0.1155036409
817	0.1154842061
818	0.1154663565
819	0.1154491195
820	0.115433547
821	0.1154163554
822	0.1153982912
823	0.1153650122
824	0.1153419881
825	0.1153270492
826	0.1153064393
827	0.1152843375
828	0.1152721916
829	0.1152483091
830	0.1152277511
831	0.1152013574
832	0.115178984
833	0.1151594679
834	0.1151371755
835	0.1151175092
836	0.1151010894
837	0.1150820201
838	0.1150613695
839	0.1150416395
840	0.1150216638
841	0.1150051168
842	0.1149845666
843	0.1149641698
844	0.1149441475
845	0.1149218148
846	0.1149002275
847	0.1148797268
848	0.1148645823
849	0.114846334
850	0.1148326351
851	0.1148214068
852	0.1148000053
853	0.1147828056
854	0.1147595953
855	0.1147415833
856	0.1147267132
857	0.1147076569
858	0.1146854421
859	0.1146720953
860	0.1146490782
861	0.1146263908
862	0.1146079111
863	0.1145923537
864	0.1145718806
865	0.1145535423
866	0.1145356124
867	0.1145131178
868	0.1144954592
869	0.1144629292
870	0.1144455822
871	0.11442604
872	0.1144065093
873	0.1143844922
874	0.114371228
875	0.1143539137
876	0.1143340172
877	0.1143171593
878	0.1142996838
879	0.1142762699
880	0.1142573357
881	0.1142365692
882	0.1142163003
883	0.1141951241
884	0.1141811808
885	0.1141634792
886	0.1141487346
887	0.1141276424
888	0.1141085518
889	0.1140904551
890	0.1140723245
891	0.1140549113
892	0.1140417768
893	0.1140214919
894	0.1140113082
895	0.1139964059
896	0.1139772718
897	0.113962808
898	0.1139439518
899	0.113926049
900	0.1139137774
901	0.1138959049
902	0.1138790319
903	0.1138611432
904	0.1138398113
905	0.1138254692
906	0.113808133
907	0.1137900727
908	0.1137722339
909	0.1137528035
910	0.1137381386
911	0.1137213537
912	0.113702192
913	0.1136778088
914	0.1136608106
915	0.1136435473
916	0.1136258357
917	0.1136035279
918	0.1135846481
919	0.1135661477
920	0.113546189
921	0.1135267474
922	0.11351642
923	0.1134991183
924	0.1134790986
925	0.1134592731
926	0.1134396938
927	0.1134245368
928	0.113413256
929	0.1133900104
930	0.1133573245
931	0.1133431477
932	0.1133243134
933	0.1133073699
934	0.1132870196
935	0.1132781512
936	0.1132521093
937	0.113233163
938	0.1132134377
939	0.1131940346
940	0.1131762282
941	0.1131597547
942	0.1131407243
943	0.1131195138
944	0.1131056367
945	0.1130855072
946	0.1130641551
947	0.1130473609
948	0.1130296097
949	0.1130112377
950	0.1129957189
951	0.1129843905
952	0.1129641293
953	0.1129470884
954	0.1129340548
955	0.1129146492
956	0.1128940027
957	0.1128769965
958	0.1128606675
959	0.1128497958
960	0.1128298456
961	0.1128210689
962	0.1128019447
963	0.1127839063
964	0.112767549
965	0.1127477541
966	0.1127293988
967	0.1127063109
968	0.1126867487
969	0.1126752846
970	0.1126577553
971	0.1126389359
972	0.1126246983
973	0.1126029987
974	0.112586179
975	0.1125713184
976	0.1125518686
977	0.1125331458
978	0.1125145755
979	0.1124963734
980	0.1124799244
981	0.1124611559
982	0.1124497312
983	0.1124323852
984	0.11241012
985	0.1123937788
986	0.1123717232
987	0.1123595604
988	0.1123425321
989	0.1123256952
990	0.1123097603
991	0.1122950842
992	0.1122777344
993	0.1122557125
994	0.1122502356
995	0.1122307005
996	0.112210867
997	0.1121929294
998	0.1121740372
999	0.1121533387
